LineId,Content,EventId,EventTemplate,dup_count,normalized_content,normalized_unique_content_count,cluster_id,cluster_size_unique,cluster_weight_dup_sum,cluster_template_guess,cluster_keep_k,selected_rank,selection_reason
79,"Connection broken for id 188978561024, my id = 1, error =",E28,"Connection broken for id <*>, my id = <*>, error =<*>",10356,"connection broken for id <hex> , my id = <num> , error =",3,Zookeeper_C0000038,9,10388,"connection broken for id <hex>, my id = <num>, error =",2,1,frequency_representative
17637,"Connection broken for id 3, my id = 1, error =",E28,"Connection broken for id <*>, my id = <*>, error =<*>",32,"connection broken for id <num> , my id = <num> , error =",6,Zookeeper_C0000038,9,10388,"connection broken for id <hex>, my id = <num>, error =",2,2,complex_sample
80,Interrupting SendWorker,E62,Interrupting SendWorker,10390,interrupting sendworker,1,Zookeeper_C0000039,1,10390,interrupting sendworker,1,1,frequency_representative
81,Interrupted while waiting for message on queue,E20,Interrupted while waiting for message on queue,10386,interrupted while waiting for message on queue,1,Zookeeper_C0000040,1,10386,interrupted while waiting for message on queue,1,1,frequency_representative
82,Send worker leaving thread,E61,Send worker leaving thread,10390,send worker leaving thread,1,Zookeeper_C0000041,1,10390,send worker leaving thread,1,1,frequency_representative
17538,Got zxid 0x100000001 expected 0x1,E76,Got zxid <*> expected <*>,28,got zxid <hex> expected <hex>,17,Zookeeper_C0000042,17,28,got zxid <hex> expected <hex>,1,1,frequency_representative
17539,Creating new log file: log.100000001,E70,Creating new log file: <*>,25,creating new log file: <id>,10,Zookeeper_C0000043,10,25,creating new log file: <id>,1,1,frequency_representative
17739,Accepted socket connection from /10.10.34.13:37172,E45,Accepted socket connection from <*>,2020,accepted socket connection from / <ip>,2016,Zookeeper_C0000044,2016,2020,accepted socket connection from/<ip>,1,1,frequency_representative
17740,Connection request from old client /10.10.34.13:37172; will be dropped if server is in r-o mode,E11,Connection request from old client <*>; will be dropped if server is in r-o mode,1861,connection request from old client / <ip> ; will be dropped if server is in r-o mode,1857,Zookeeper_C0000045,1857,1861,connection request from old client/<ip>; will be dropped if server is in r-o mode,1,1,frequency_representative
17742,Client attempting to establish new session at /10.10.34.13:37172,E22,Client attempting to establish new session at <*>,1790,client attempting to establish new session at / <ip>,1786,Zookeeper_C0000046,1786,1790,client attempting to establish new session at/<ip>,1,1,frequency_representative
17549,Established session 0x14ed93111f20000 with negotiated timeout 10000 for client /10.10.34.12:45539,E18,Established session <*> with negotiated timeout <*> for client <*>,1856,established session <hex> with negotiated timeout <num> for client / <ip>,1856,Zookeeper_C0000047,1856,1856,established session <hex> with negotiated timeout <num> for client/<ip>,1,1,frequency_representative
17580,caught end of stream exception,E50,caught end of stream exception,1670,caught end of stream exception,1,Zookeeper_C0000048,1,1670,caught end of stream exception,1,1,frequency_representative
17581,Closed socket connection for client /10.10.34.15:34816 which had sessionid 0x14ed93111f20004,E17,Closed socket connection for client <*> which had sessionid <*>,1749,closed socket connection for client / <ip> which had sessionid <hex>,1749,Zookeeper_C0000049,1749,1749,closed socket connection for client/<ip> which had sessionid <hex>,1,1,frequency_representative
21859,Revalidating client: 0x14f05578bd80014,E69,Revalidating client: <*>,55,revalidating client: <hex>,32,Zookeeper_C0000050,32,55,revalidating client: <hex>,1,1,frequency_representative
45094,Exception when using channel: for id 3 my id = 2 error = java.net.SocketException: Broken pipe,E6,Exception when using channel: for id <*> my id = <*> error = java.net.SocketException: Broken pipe,4,exception when using channel: for id <num> my id = <num> error = java.net.socketexception: broken pipe,2,Zookeeper_C0000051,2,4,exception when using channel: for id <num> my id = <num> error = java. net. socketexception: broken pipe,1,1,frequency_representative
17663,Unexpected Exception:,E66,Unexpected Exception:,27,unexpected exception:,1,Zookeeper_C0000052,1,27,unexpected exception:,1,1,frequency_representative
17664,Exception causing close of session 0x24ed93119420016 due to java.io.IOException: Connection reset by peer,E7,Exception causing close of session <*> due to java.io.IOException: Connection reset by peer,8,exception causing close of session <hex> due to java.io.ioexception: connection reset by peer,6,Zookeeper_C0000053,6,8,exception causing close of session <hex> due to java. io. ioexception: connection reset by peer,1,1,frequency_representative
20480,Reading snapshot /var/lib/zookeeper/version-2/snapshot.300000dcd,E74,Reading snapshot <*>,60,reading snapshot <path>,18,Zookeeper_C0000054,18,60,reading snapshot <path>,1,1,frequency_representative
19050,"Have smaller server identifier, so dropping the connection: (2, 1)",E14,"Have smaller server identifier, so dropping the connection: (<*>, <*>)",20,"have smaller server identifier, so dropping the connection: ( <num> , <num> )",3,Zookeeper_C0000055,3,20,"have smaller server identifier, so dropping the connection: (<num>, <num>)",1,1,frequency_representative
19108,Exception when following the leader,E32,Exception when following the leader,11,exception when following the leader,1,Zookeeper_C0000056,1,11,exception when following the leader,1,1,frequency_representative
19110,shutdown called,E77,shutdown called,13,shutdown called,2,Zookeeper_C0000057,2,13,shutdown called,1,1,frequency_representative
19112,Shutting down,E83,Shutting down,71,shutting down,2,Zookeeper_C0000058,2,71,shutting down,1,1,frequency_representative
19117,FollowerRequestProcessor exited loop!,E25,FollowerRequestProcessor exited loop!,11,followerrequestprocessor exited loop!,1,Zookeeper_C0000059,1,11,followerrequestprocessor exited loop!,1,1,frequency_representative
19119,shutdown of request processor complete,E26,shutdown of request processor complete,13,shutdown of request processor complete,1,Zookeeper_C0000060,1,13,shutdown of request processor complete,1,1,frequency_representative
19120,CommitProcessor exited loop!,E52,CommitProcessor exited loop!,13,commitprocessor exited loop!,1,Zookeeper_C0000061,1,13,commitprocessor exited loop!,1,1,frequency_representative
19122,SyncRequestProcessor exited!,E47,SyncRequestProcessor exited!,13,syncrequestprocessor exited!,1,Zookeeper_C0000062,1,13,syncrequestprocessor exited!,1,1,frequency_representative
19134,"Unexpected exception, tries=0, connecting to /10.10.34.13:2888",E23,"Unexpected exception, tries=<*>, connecting to <*>",8,"unexpected exception, tries= <num> , connecting to / <ip>",2,Zookeeper_C0000063,2,8,"unexpected exception, tries = <num>, connecting to/<ip>",1,1,frequency_representative
19187,LEADING,E88,LEADING,15,leading,1,Zookeeper_C0000064,1,15,leading,1,1,frequency_representative
26551,LEADING - LEADER ELECTION TOOK - 253,E48,LEADING - LEADER ELECTION TOOK - <*>,15,leading - leader election took - <num>,14,Zookeeper_C0000065,14,15,leading-leader election took-<num>,1,1,frequency_representative
19193,Follower sid: 2 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@9317ccb,E72,Follower sid: <*> : info : <*>,1,follower sid: <num> : info : org.apache.zookeeper.server.quorum.quorumpeer$quorumserver@9317ccb,1,Zookeeper_C0000066,1,1,follower sid: <num>: info: org. apache. zookeeper. server. quorum. quorumpeer $ quorumserver @ 9317 ccb,1,1,frequency_representative
49519,Synchronizing with Follower sid: 1 maxCommittedLog=0x50000062e minCommittedLog=0x50000043a peerLastZxid=0x50000062e,E8,Synchronizing with Follower sid: <*> maxCommittedLog=<*> minCommittedLog=<*> peerLastZxid=<*>,34,synchronizing with follower sid: <num> maxcommittedlog= <hex> mincommittedlog= <hex> peerlastzxid= <hex>,30,Zookeeper_C0000067,30,34,synchronizing with follower sid: <num> maxcommittedlog = <hex> mincommittedlog = <hex> peerlastzxid = <hex>,1,1,frequency_representative
19195,Sending DIFF,E85,Sending DIFF,28,sending diff,1,Zookeeper_C0000068,1,28,sending diff,1,1,frequency_representative
19196,Commiting zxid 0x300000000 from /10.10.34.11:2888 not first!,E56,Commiting zxid <*> from <*> not first!,15,commiting zxid <hex> from / <ip> not first!,15,Zookeeper_C0000069,15,15,commiting zxid <hex> from/<ip> not first!,1,1,frequency_representative
19197,First is 0x0,E89,First is <*>,15,first is <hex>,1,Zookeeper_C0000070,1,15,first is <hex>,1,1,frequency_representative
19198,Have quorum of supporters; starting up and setting last processed zxid: 0x300000000,E13,Have quorum of supporters; starting up and setting last processed zxid: <*>,15,have quorum of supporters; starting up and setting last processed zxid: <hex>,15,Zookeeper_C0000071,15,15,have quorum of supporters; starting up and setting last processed zxid: <hex>,1,1,frequency_representative
49629,Follower sid: 1 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@188ce6aa,E72,Follower sid: <*> : info : <*>,29,follower sid: <num> : info : org.apache.zookeeper.server.quorum.quorumpeer$quorumserver@ <id>,22,Zookeeper_C0000072,22,29,follower sid: <num>: info: org. apache. zookeeper. server. quorum. quorumpeer $ quorumserver @ <id>,1,1,frequency_representative
19207,Sending SNAP,E84,Sending SNAP,6,sending snap,1,Zookeeper_C0000073,1,6,sending snap,1,1,frequency_representative
49641,Sending snapshot last zxid of peer is 0x50000062e zxid of leader is 0x700000000sent zxid of db as 0x700000000,E15,Sending snapshot last zxid of peer is <*> zxid of leader is <*> zxid of db as <*>,6,sending snapshot last zxid of peer is <hex> zxid of leader is <id> zxid of db as <hex>,5,Zookeeper_C0000074,5,6,sending snapshot last zxid of peer is <hex> zxid of leader is <id> zxid of db as <hex>,1,1,frequency_representative
19239,"Expiring session 0x34ede65503f0003, timeout of 10000ms exceeded",E31,Expiring session <*> timeout of <*> exceeded,1602,"expiring session <hex> , timeout of 10000ms exceeded",1602,Zookeeper_C0000075,1762,1762,"expiring session <hex>, timeout of <*> ms exceeded",2,1,frequency_representative
19241,"Expiring session 0x14ede63a5a70006, timeout of 20000ms exceeded",E31,Expiring session <*> timeout of <*> exceeded,160,"expiring session <hex> , timeout of 20000ms exceeded",160,Zookeeper_C0000075,1762,1762,"expiring session <hex>, timeout of <*> ms exceeded",2,2,complex_sample
19240,Processed session termination for sessionid: 0x34ede65503f0003,E21,Processed session termination for sessionid: <*>,1790,processed session termination for sessionid: <hex>,1790,Zookeeper_C0000076,1790,1790,processed session termination for sessionid: <hex>,1,1,frequency_representative
20373,Unexpected exception causing shutdown while sock still open,E16,Unexpected exception causing shutdown while sock still open,590,unexpected exception causing shutdown while sock still open,1,Zookeeper_C0000077,1,590,unexpected exception causing shutdown while sock still open,1,1,frequency_representative
20375,******* GOODBYE /10.10.34.12:35276 ********,E64,******* GOODBYE <*> ********,590,******* goodbye / <ip> ********,590,Zookeeper_C0000078,590,590,* * * * * * * goodbye/<ip> * * * * * * * *,1,1,frequency_representative
20389,exception while shutting down acceptor: java.net.SocketException: Socket closed,E10,exception while shutting down acceptor: java.net.SocketException: Socket closed,2,exception while shutting down acceptor: java.net.socketexception: socket closed,1,Zookeeper_C0000079,1,2,exception while shutting down acceptor: java. net. socketexception: socket closed,1,1,frequency_representative
20392,PrepRequestProcessor exited loop!,E33,PrepRequestProcessor exited loop!,2,preprequestprocessor exited loop!,1,Zookeeper_C0000080,1,2,preprequestprocessor exited loop!,1,1,frequency_representative
20404,SessionTrackerImpl exited loop!,E37,SessionTrackerImpl exited loop!,2,sessiontrackerimpl exited loop!,1,Zookeeper_C0000081,1,2,sessiontrackerimpl exited loop!,1,1,frequency_representative
21200,Getting a snapshot from leader,E51,Getting a snapshot from leader,6,getting a snapshot from leader,1,Zookeeper_C0000082,1,6,getting a snapshot from leader,1,1,frequency_representative
22361,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running,E5,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,159,exception causing close of session <hex> due to java.io.ioexception: zookeeperserver not running,1,Zookeeper_C0000083,1,159,exception causing close of session <hex> due to java. io. ioexception: zookeeperserver not running,1,1,frequency_representative
22362,Closed socket connection for client /10.10.34.11:56471 (no session established for client),E12,Closed socket connection for client <*> (no session established for client),159,closed socket connection for client / <ip> (no session established for client),159,Zookeeper_C0000084,159,159,closed socket connection for client/<ip> (no session established for client),1,1,frequency_representative
44898,Got user-level KeeperException when processing sessionid:0x24ed93119420001 type:create cxid:0x55b8baff zxid:0x100000006 txntype:-1 reqpath:n/a Error Path:/home Error:KeeperErrorCode = NodeExists for /home,E1,Got user-level KeeperException when processing sessionid:<*> type:<*> cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = <*> for <*>,3,got user-level keeperexception when processing sessionid: <hex> type:create cxid: <hex> zxid: <hex> <id> reqpath:n/a error path:/home error:keepererrorcode = nodeexists for /home,3,Zookeeper_C0000085,3,3,got user-level keeperexception when processing sessionid: <hex> type: create cxid: <hex> zxid: <hex> <id> reqpath: n/a error path:/home error: keepererrorcode = nodeexists for/home,1,1,frequency_representative
44901,Got user-level KeeperException when processing sessionid:0x24ed93119420001 type:create cxid:0x55b8bb09 zxid:0x10000000a txntype:-1 reqpath:n/a Error Path:/home/curi Error:KeeperErrorCode = NodeExists for /home/curi,E1,Got user-level KeeperException when processing sessionid:<*> type:<*> cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = <*> for <*>,8,got user-level keeperexception when processing sessionid: <hex> type:create cxid: <hex> zxid: <hex> <id> reqpath:n/a error path: <path> error:keepererrorcode = nodeexists for <path>,8,Zookeeper_C0000086,8,8,got user-level keeperexception when processing sessionid: <hex> type: create cxid: <hex> zxid: <hex> <id> reqpath: n/a error path: <path> error: keepererrorcode = nodeexists for <path>,1,1,frequency_representative
46198,Got user-level KeeperException when processing sessionid:0x24ed93119420074 type:create cxid:0x55b9c6f1 zxid:0x1000002ba txntype:-1 reqpath:n/a Error Path:/hdfs-mesos Error:KeeperErrorCode = NodeExists for /hdfs-mesos,E1,Got user-level KeeperException when processing sessionid:<*> type:<*> cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = <*> for <*>,4,got user-level keeperexception when processing sessionid: <hex> type:create cxid: <hex> zxid: <hex> <id> reqpath:n/a error path:/hdfs-mesos error:keepererrorcode = nodeexists for /hdfs-mesos,4,Zookeeper_C0000087,4,4,got user-level keeperexception when processing sessionid: <hex> type: create cxid: <hex> zxid: <hex> <id> reqpath: n/a error path:/hdfs-mesos error: keepererrorcode = nodeexists for/hdfs-mesos,1,1,frequency_representative
46199,Got user-level KeeperException when processing sessionid:0x24ed93119420074 type:create cxid:0x55b9c6f2 zxid:0x1000002bb txntype:-1 reqpath:n/a Error Path:/hdfs-mesos/hdfs Error:KeeperErrorCode = NodeExists for /hdfs-mesos/hdfs,E1,Got user-level KeeperException when processing sessionid:<*> type:<*> cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = <*> for <*>,4,got user-level keeperexception when processing sessionid: <hex> type:create cxid: <hex> zxid: <hex> <id> reqpath:n/a error path:/hdfs-mesos/hdfs error:keepererrorcode = nodeexists for /hdfs-mesos/hdfs,4,Zookeeper_C0000088,4,4,got user-level keeperexception when processing sessionid: <hex> type: create cxid: <hex> zxid: <hex> <id> reqpath: n/a error path:/hdfs-mesos/hdfs error: keepererrorcode = nodeexists for/hdfs-mesos/hdfs,1,1,frequency_representative
48503,Follower sid: 1 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@c0f0c01,E72,Follower sid: <*> : info : <*>,2,follower sid: <num> : info : org.apache.zookeeper.server.quorum.quorumpeer$quorumserver@c0f0c01,1,Zookeeper_C0000089,1,2,follower sid: <num>: info: org. apache. zookeeper. server. quorum. quorumpeer $ quorumserver @ c 0 f 0 c 01,1,1,frequency_representative
52073,Follower sid: 1 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@9736e99,E72,Follower sid: <*> : info : <*>,2,follower sid: <num> : info : org.apache.zookeeper.server.quorum.quorumpeer$quorumserver@9736e99,2,Zookeeper_C0000090,2,2,follower sid: <num>: info: org. apache. zookeeper. server. quorum. quorumpeer $ quorumserver @ 9736 e 99,1,1,frequency_representative
