LineId,Content,EventId,EventTemplate,dup_count,normalized_content,normalized_unique_content_count,cluster_id,cluster_size_unique,cluster_weight_dup_sum,cluster_template_guess,cluster_keep_k,selected_rank,selection_reason
61,isScreenOn true,E151,isScreenOn <*>,42,isscreenon true,1,HealthApp_C0000011,1,42,isscreenon true,1,1,frequency_representative
62,"screen status unknown,think screen on",E67,"screen status unknown,think screen <*>",42,"screen status unknown,think screen on",1,HealthApp_C0000012,1,42,"screen status unknown, think screen on",1,1,frequency_representative
267,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E50,processHandleBroadcastAction action:<*>,6975,processhandlebroadcastaction action:android.intent.action.time_tick,1,HealthApp_C0000013,1,6975,processhandlebroadcastaction action: android. intent. action. time_tick,1,1,frequency_representative
601,flushTempCacheToDB by stand,E117,flushTempCacheToDB by <*>,193,flushtempcachetodb by stand,1,HealthApp_C0000014,1,193,flushtempcachetodb by stand,1,1,frequency_representative
602,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112,E56,Alarm uploadStaticsToDB totalSteps=<*>,307,alarm uploadstaticstodb totalsteps= <id>,307,HealthApp_C0000015,307,307,alarm uploadstaticstodb totalsteps = <id>,1,1,frequency_representative
42984,writeDataToDB size 1143,E135,writeDataToDB size <*>,437,writedatatodb size <num>,349,HealthApp_C0000016,349,437,writedatatodb size <num>,1,1,frequency_representative
185660,"upLoadOneMinuteDataToEngine time=25247769,0,106,0,20002",E59,upLoadOneMinuteDataToEngine time=<*>,1920,"uploadoneminutedatatoengine time= <num> , <num> , <num> , <num> , <num>",1751,HealthApp_C0000017,1751,1920,"uploadoneminutedatatoengine time = <num>, <num>, <num>, <num>, <num>",1,1,frequency_representative
609,getBinderPackageName packageName = com.huawei.health,E60,getBinderPackageName packageName = <*>,3156,getbinderpackagename packagename = com.huawei.health,1,HealthApp_C0000018,1,3156,getbinderpackagename packagename = com. huawei. health,1,1,frequency_representative
611,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",E17,"getAppContext() isAppValid health or wear, packageName = <*>",744,"getappcontext() isappvalid health or wear, packagename = com.huawei.health",1,HealthApp_C0000019,1,744,"getappcontext () isappvalid health or wear, packagename = com. huawei. health",1,1,frequency_representative
614,insertHiHealthData() checkAppType 0 appID = 1,E43,insertHiHealthData() checkAppType <*> appID = <*>,744,inserthihealthdata() checkapptype <num> appid = <num>,1,HealthApp_C0000020,1,744,inserthihealthdata () checkapptype <num> appid = <num>,1,1,frequency_representative
615,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0",E8,"insertHiHealthData() size = <*>,app = <*>,One Data Type = <*>,packageName = <*>,writeStatType = <*>",744,"inserthihealthdata() size = <num> ,app = <num> ,one data type = <num> ,packagename = com.huawei.health,writestattype = <num>",42,HealthApp_C0000021,42,744,"inserthihealthdata () size = <num>, app = <num>, one data type = <num>, packagename = com. huawei. health, writestattype = <num>",1,1,frequency_representative
616,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",E22,"saveHealthDetailData() deviceID = <*>,clientID=<*>,id=<*>",744,"savehealthdetaildata() deviceid = <num> ,clientid= <num> ,id= <num>",1,HealthApp_C0000022,1,744,"savehealthdetaildata () deviceid = <num>, clientid = <num>, id = <num>",1,1,frequency_representative
174988,"saveStatData() type =40002,time = 1514822400000,statClient = 2,who is 1",E29,"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>",1172,"savestatdata() type = <num> ,time = <hex> ,statclient = <num> ,who is <num>",48,HealthApp_C0000023,48,1172,"savestatdata () type = <num>, time = <hex>, statclient = <num>, who is <num>",1,1,frequency_representative
184590,"new date =20180102, type=40012,85.0,old=85.0",E124,"new date =<*>, type=<*>,old=<*>",5397,"new date = <num> , type= <num> , <num> ,old= <num>",3950,HealthApp_C0000024,3950,5397,"new date = <num>, type = <num>, <num>, old = <num>",1,1,frequency_representative
179748,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1514822400000,type = 40005",E10,"saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>",288,"savehealthdetaildata() saveonedetaildata fail hihealthdata = <hex> ,type = <num>",24,HealthApp_C0000025,24,288,"savehealthdetaildata () saveonedetaildata fail hihealthdata = <hex>, type = <num>",1,1,frequency_representative
14193,"bulkSaveDetailHiHealthData() size = 4,totalTime = 8",E25,"bulkSaveDetailHiHealthData() size = <*>,totalTime = <*>",744,"bulksavedetailhihealthdata() size = <num> ,totaltime = <num>",362,HealthApp_C0000026,362,744,"bulksavedetailhihealthdata () size = <num>, totaltime = <num>",1,1,frequency_representative
628,startListenerChange subscribeList = [1],E49,startListenerChange subscribeList = [<*>],744,startlistenerchange subscribelist = [ <num> ],1,HealthApp_C0000027,1,744,startlistenerchange subscribelist = [<num>],1,1,frequency_representative
629,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT",E6,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*>,errorMessage = <*>",212,"inserthihealthdata() bulksavedetailhihealthdata fail errorcode = <num> ,errormessage = err_data_insert",1,HealthApp_C0000028,1,212,"inserthihealthdata () bulksavedetailhihealthdata fail errorcode = <num>, errormessage = err_data_insert",1,1,frequency_representative
12572,insertHiHealthData() end totalTime = 24,E55,insertHiHealthData() end totalTime = <*>,744,inserthihealthdata() end totaltime = <num>,138,HealthApp_C0000029,138,744,inserthihealthdata () end totaltime = <num>,1,1,frequency_representative
631,uploadStaticsToDB() onResult type = 4 obj=true,E47,uploadStaticsToDB() onResult type = <*> obj=<*>,307,uploadstaticstodb() onresult type = <num> obj=true,2,HealthApp_C0000030,2,307,uploadstaticstodb () onresult type = <num> obj = true,1,1,frequency_representative
632,uploadStaticsToDB failed message=true,E66,uploadStaticsToDB failed message=<*>,212,uploadstaticstodb failed message=true,1,HealthApp_C0000031,1,212,uploadstaticstodb failed message = true,1,1,frequency_representative
633,checkInsertStatus stepSum or calorieSum is enough,E23,checkInsertStatus stepSum or calorieSum is enough,685,checkinsertstatus stepsum or caloriesum is enough,1,HealthApp_C0000032,1,685,checkinsertstatus stepsum or caloriesum is enough,1,1,frequency_representative
637,checkInsertStatus stepStatSum or calorieStatSum is enough,E15,checkInsertStatus stepStatSum or calorieStatSum is enough,705,checkinsertstatus stepstatsum or caloriestatsum is enough,1,HealthApp_C0000033,1,705,checkinsertstatus stepstatsum or caloriestatsum is enough,1,1,frequency_representative
638,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0",E30,"stepSyncOrNot appSynTimes is <*>, statsyncTimes is <*>",705,"stepsyncornot appsyntimes is <num> , statsynctimes is <num>",1,HealthApp_C0000034,1,705,"stepsyncornot appsyntimes is <num>, statsynctimes is <num>",1,1,frequency_representative
639,"startInsertSportSync start auto sync,app is 1",E38,"startInsertSportSync start auto sync,app is <*>",705,"startinsertsportsync start auto sync,app is <num>",1,HealthApp_C0000035,1,705,"startinsertsportsync start auto sync, app is <num>",1,1,frequency_representative
641,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",E14,"checkFirstSyncByType no such data in db ,type is <*> deviceCode is <*>",705,"checkfirstsyncbytype no such data in db ,type is <num> devicecode is <num>",1,HealthApp_C0000036,1,705,"checkfirstsyncbytype no such data in db, type is <num> devicecode is <num>",1,1,frequency_representative
642,"startInsertSportSync first 500 steps sync,do all sync",E24,"startInsertSportSync first <*> steps sync,do all sync",705,"startinsertsportsync first <num> steps sync,do all sync",1,HealthApp_C0000037,1,705,"startinsertsportsync first <num> steps sync, do all sync",1,1,frequency_representative
644,"startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",E2,"startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>",792,"startsync hisyncoption = hisyncoption{syncaction= <num> , syncmethod= <num> , syncscope= <num> , syncdatatype= <num> , syncmodel= <num> , pushaction= <num> },app = <num> who = <num>",3,HealthApp_C0000038,3,792,"startsync hisyncoption = hisyncoption {syncaction = <num>, syncmethod = <num>, syncscope = <num>, syncdatatype = <num>, syncmodel = <num>, pushaction = <num>}, app = <num> who = <num>",1,1,frequency_representative
647,needAutoSync autoSyncSwitch is open,E78,needAutoSync autoSyncSwitch is <*>,792,needautosync autosyncswitch is open,1,HealthApp_C0000039,1,792,needautosync autosyncswitch is open,1,1,frequency_representative
649,"initDataPrivacy the dataPrivacy switch is open, start push health data!",E11,"initDataPrivacy the dataPrivacy switch is <*>, start push health data!",792,"initdataprivacy the dataprivacy switch is open, start push health data!",1,HealthApp_C0000040,1,792,"initdataprivacy the dataprivacy switch is open, start push health data!",1,1,frequency_representative
650,initDataPrivacy the dataPrivacy is true,E63,initDataPrivacy the dataPrivacy is <*>,792,initdataprivacy the dataprivacy is true,1,HealthApp_C0000041,1,792,initdataprivacy the dataprivacy is true,1,1,frequency_representative
651,"initUserPrivacy the userPrivacy switch is open, start push user data!",E12,"initUserPrivacy the userPrivacy switch is <*>, start push user data!",792,"inituserprivacy the userprivacy switch is open, start push user data!",1,HealthApp_C0000042,1,792,"inituserprivacy the userprivacy switch is open, start push user data!",1,1,frequency_representative
652,initUserPrivacy the userPrivacy is true,E65,initUserPrivacy the userPrivacy is <*>,792,inituserprivacy the userprivacy is true,1,HealthApp_C0000043,1,792,inituserprivacy the userprivacy is true,1,1,frequency_representative
653,ifCanSync not! no cloud version,E80,ifCanSync not! no cloud version,792,ifcansync not! no cloud version,1,HealthApp_C0000044,1,792,ifcansync not! no cloud version,1,1,frequency_representative
654,sendSyncFailedBroadcast,E99,sendSyncFailedBroadcast,792,sendsyncfailedbroadcast,1,HealthApp_C0000045,1,792,sendsyncfailedbroadcast,1,1,frequency_representative
657,"new date =20171223, type=40004,4800.935999999999,old=5112.0",E124,"new date =<*>, type=<*>,old=<*>",384,"new date = <num> , type= <num> , <num> . <hex> ,old= <num>",384,HealthApp_C0000046,384,384,"new date = <num>, type = <num>, <num>. <hex>, old = <num>",1,1,frequency_representative
184591,"new date =20180102, type=40032,60.68999999999999,old=60.68999999999999",E124,"new date =<*>, type=<*>,old=<*>",981,"new date = <num> , type= <num> , <num> . <hex> ,old= <num> . <hex>",558,HealthApp_C0000047,558,981,"new date = <num>, type = <num>, <num>. <hex>, old = <num>. <hex>",1,1,frequency_representative
5220,"saveRealTimeHealthDatasStat() size = 1,totalTime = 13",E21,"saveRealTimeHealthDatasStat() size = <*>,totalTime = <*>",437,"saverealtimehealthdatasstat() size = <num> ,totaltime = <num>",71,HealthApp_C0000048,71,437,"saverealtimehealthdatasstat () size = <num>, totaltime = <num>",1,1,frequency_representative
672,InsertCallBack() onSuccess type = 0 data=true,E51,InsertCallBack() onSuccess type = <*> data=<*>,437,insertcallback() onsuccess type = <num> data=true,1,HealthApp_C0000049,1,437,insertcallback () onsuccess type = <num> data = true,1,1,frequency_representative
123084,InsertEvent success begin:25243491 end:25243491,E79,InsertEvent success begin:<*> end:<*>,436,insertevent success <id> <id>,435,HealthApp_C0000050,435,436,insertevent success <id> <id>,1,1,frequency_representative
123038,setWriteDBLastDataMinute=25243491,E91,setWriteDBLastDataMinute=<*>,436,setwritedblastdataminute= <num>,394,HealthApp_C0000051,394,436,setwritedblastdataminute = <num>,1,1,frequency_representative
861,"timeStamp back,extendReportTimeStamp=1514039575000",E46,"timeStamp back,extendReportTimeStamp=<*>",651,"timestamp back,extendreporttimestamp= <hex>",651,HealthApp_C0000052,651,651,"timestamp back, extendreporttimestamp = <hex>",1,1,frequency_representative
1099,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,E45,getTodaySportData mStepsRecordManager=<*>,11,gettodaysportdata mstepsrecordmanager=com.huawei.health.g.c@8a2a501,1,HealthApp_C0000053,1,11,gettodaysportdata mstepsrecordmanager = com. huawei. health. g. c @ 8 a 2 a 501,1,1,frequency_representative
1522,theDayChanged 1514044800216,E143,theDayChanged <*>,11,thedaychanged <hex>,11,HealthApp_C0000054,11,11,thedaychanged <hex>,1,1,frequency_representative
1523,initEnviroument,E138,initEnviroument,11,initenviroument,1,HealthApp_C0000055,1,11,initenviroument,1,1,frequency_representative
1524,getStepCounterStatus,E116,getStepCounterStatus,16,getstepcounterstatus,1,HealthApp_C0000056,1,16,getstepcounterstatus,1,1,frequency_representative
1525,getStepCounterStatus= true,E110,getStepCounterStatus= <*>,16,getstepcounterstatus= true,1,HealthApp_C0000057,1,16,getstepcounterstatus = true,1,1,frequency_representative
1526,reStartStepCounter,E125,reStartStepCounter,11,restartstepcounter,1,HealthApp_C0000058,1,11,restartstepcounter,1,1,frequency_representative
1528,registersensorsuccess: true,E105,registersensorsuccess: <*>,16,registersensorsuccess: true,1,HealthApp_C0000059,1,16,registersensorsuccess: true,1,1,frequency_representative
1529,clear(),E154,clear(),11,clear(),1,HealthApp_C0000060,1,11,clear (),1,1,frequency_representative
6750,getTodayBasicStandardSteps= 1514100778366##0##5017,E81,getTodayBasicStandardSteps= <*>,32,gettodaybasicstandardsteps= <hex> ## <num> ## <num>,20,HealthApp_C0000061,20,32,gettodaybasicstandardsteps = <hex> # # <num> # # <num>,1,1,frequency_representative
1536,getDiffTotalSteps= 1514044800231##0,E132,getDiffTotalSteps= <*>,32,getdifftotalsteps= <hex> ## <num>,12,HealthApp_C0000062,12,32,getdifftotalsteps = <hex> # # <num>,1,1,frequency_representative
1532,setBasicStandardSteps basicStandardStep=3786 restartSteps=0,E16,setBasicStandardSteps basicStandardStep=<*> restartSteps=<*>,16,setbasicstandardsteps basicstandardstep= <num> restartsteps= <num>,16,HealthApp_C0000063,16,16,setbasicstandardsteps basicstandardstep = <num> restartsteps = <num>,1,1,frequency_representative
1533,setDiffTotalSteps=0,E133,setDiffTotalSteps=<*>,11,setdifftotalsteps= <num>,1,HealthApp_C0000064,1,11,setdifftotalsteps = <num>,1,1,frequency_representative
1537,reload : 3786 restar 0,E144,reload : <*> restar <*>,16,reload : <num> restar <num>,16,HealthApp_C0000065,16,16,reload: <num> restar <num>,1,1,frequency_representative
1543,next day:steps0mLastReport7214,E153,next day:<*>,11,next <id>,11,HealthApp_C0000066,11,11,next <id>,1,1,frequency_representative
1544,setGoalNotifiShownRecord 1514044800237 false,E96,setGoalNotifiShownRecord <*>,11,setgoalnotifishownrecord <hex> false,11,HealthApp_C0000067,11,11,setgoalnotifishownrecord <hex> false,1,1,frequency_representative
1545,closeNotification...,E113,closeNotification...,15,closenotification...,1,HealthApp_C0000068,1,15,closenotification...,1,1,frequency_representative
1546,deleteHealthNotification(),E82,deleteHealthNotification(),15,deletehealthnotification(),1,HealthApp_C0000069,1,15,deletehealthnotification (),1,1,frequency_representative
1693,"checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is 20171224 oldDay is 20171223",E7,"checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is <*> oldDay is <*>",11,"checkcurrentday a new day comes , reset basicsynccondition, currentday is <num> oldday is <num>",11,HealthApp_C0000070,11,11,"checkcurrentday a new day comes, reset basicsynccondition, currentday is <num> oldday is <num>",1,1,frequency_representative
3637,flushTempCacheToDB by ext,E117,flushTempCacheToDB by <*>,244,flushtempcachetodb by ext,1,HealthApp_C0000071,1,244,flushtempcachetodb by ext,1,1,frequency_representative
3647,"new date =20171224, type=40002,783.0,old=null",E124,"new date =<*>, type=<*>,old=<*>",130,"new date = <num> , type= <num> , <num> ,old=null",130,HealthApp_C0000072,130,130,"new date = <num>, type = <num>, <num>, old = null",1,1,frequency_representative
3673,getTodayNoSyncTotalValue datas is null or empty,E128,<*> datas is null or empty,11,gettodaynosynctotalvalue datas is null or empty,1,HealthApp_C0000073,1,11,gettodaynosynctotalvalue datas is null or empty,1,1,frequency_representative
3701,"new date =20171224, type=40031,94.24799999999999,old=null",E124,"new date =<*>, type=<*>,old=<*>",43,"new date = <num> , type= <num> , <num> . <hex> ,old=null",43,HealthApp_C0000074,43,43,"new date = <num>, type = <num>, <num>. <hex>, old = null",1,1,frequency_representative
3737,"new date =20171224, type=40004,149.226,old=94.24799999999999",E124,"new date =<*>, type=<*>,old=<*>",302,"new date = <num> , type= <num> , <num> ,old= <num> . <hex>",302,HealthApp_C0000075,302,302,"new date = <num>, type = <num>, <num>, old = <num>. <hex>",1,1,frequency_representative
4202,isScreenOn false,E151,isScreenOn <*>,185,isscreenon false,1,HealthApp_C0000076,1,185,isscreenon false,1,1,frequency_representative
4203,FAILED_SCREEN_OFF block report,E148,<*> block report,185,failed_screen_off block report,1,HealthApp_C0000077,1,185,failed_screen_off block report,1,1,frequency_representative
6229,processHandleBroadcastAction action:android.intent.action.TIME_SET,E50,processHandleBroadcastAction action:<*>,5,processhandlebroadcastaction action:android.intent.action.time_set,1,HealthApp_C0000078,1,5,processhandlebroadcastaction action: android. intent. action. time_set,1,1,frequency_representative
6685,onReceive action: android.intent.action.BOOT_COMPLETED,E137,onReceive action: <*>,5,onreceive action: android.intent.action.boot_completed,1,HealthApp_C0000079,1,5,onreceive action: android. intent. action. boot_completed,1,1,frequency_representative
6686,"setDeviceShutDownValue shutDownTime=0,isShutDown=false",E20,"setDeviceShutDownValue shutDownTime=<*>,isShutDown=<*>",10,"setdeviceshutdownvalue shutdowntime= <num> ,isshutdown=false",1,HealthApp_C0000080,1,10,"setdeviceshutdownvalue shutdowntime = <num>, isshutdown = false",1,1,frequency_representative
6687,getFirstStartDaemonFromUI: true,E87,getFirstStartDaemonFromUI: <*>,5,getfirststartdaemonfromui: true,1,HealthApp_C0000081,1,5,getfirststartdaemonfromui: true,1,1,frequency_representative
6688,getDeviceShutDownBoolean shutDown=false,E54,getDeviceShutDownBoolean shutDown=<*>,5,getdeviceshutdownboolean shutdown=false,1,HealthApp_C0000082,1,5,getdeviceshutdownboolean shutdown = false,1,1,frequency_representative
6689,getDeviceShutDownTime shutDownTime=0,E53,getDeviceShutDownTime shutDownTime=<*>,5,getdeviceshutdowntime shutdowntime= <num>,1,HealthApp_C0000083,1,5,getdeviceshutdowntime shutdowntime = <num>,1,1,frequency_representative
6691,getVersion,E150,getVersion,5,getversion,1,HealthApp_C0000084,1,5,getversion,1,1,frequency_representative
6692,getVersion= Athene3,E146,getVersion= <*>,5,getversion= athene3,1,HealthApp_C0000085,1,5,getversion = athene 3,1,1,frequency_representative
6693,getServiceRestartRecord= 1514018661059,E98,getServiceRestartRecord= <*>,5,getservicerestartrecord= <hex>,5,HealthApp_C0000086,5,5,getservicerestartrecord = <hex>,1,1,frequency_representative
6694,setServiceRestartRecord=1514100778324,E97,setServiceRestartRecord=<*>,5,setservicerestartrecord= <hex>,5,HealthApp_C0000087,5,5,setservicerestartrecord = <hex>,1,1,frequency_representative
6695,getStepsTarget,E141,getStepsTarget,5,getstepstarget,1,HealthApp_C0000088,1,5,getstepstarget,1,1,frequency_representative
6696,getStepsTarget= 10000,E140,getStepsTarget= <*>,5,getstepstarget= <num>,1,HealthApp_C0000089,1,5,getstepstarget = <num>,1,1,frequency_representative
6697,FAILED_ERROR_DATA,E134,FAILED_ERROR_DATA,10,failed_error_data,1,HealthApp_C0000090,1,10,failed_error_data,1,1,frequency_representative
6698,getLastSyncDBTime= -1,E130,getLastSyncDBTime= <*>,5,getlastsyncdbtime= <num>,1,HealthApp_C0000091,1,5,getlastsyncdbtime = <num>,1,1,frequency_representative
6699,userInfo changed detail,E106,userInfo changed detail,5,userinfo changed detail,1,HealthApp_C0000092,1,5,userinfo changed detail,1,1,frequency_representative
6700,getDiffTotalCalories,E112,getDiffTotalCalories,5,getdifftotalcalories,1,HealthApp_C0000093,1,5,getdifftotalcalories,1,1,frequency_representative
6701,getDiffTotalCalories= 1513941509360##38.0,E107,getDiffTotalCalories= <*>,5,getdifftotalcalories= <hex> ## <num>,1,HealthApp_C0000094,1,5,getdifftotalcalories = <hex> # # <num>,1,1,frequency_representative
6702,getDiffTotalAltitude= 1513941509363##0.0,E103,getDiffTotalAltitude= <*>##<*>,5,getdifftotalaltitude= <hex> ## <num>,1,HealthApp_C0000095,1,5,getdifftotalaltitude = <hex> # # <num>,1,1,frequency_representative
6703,getIntercepterDistance from Prefence success and intercepterDistanceStr= 1513941509364##0.0,E9,getIntercepterDistance from Prefence success and intercepterDistanceStr= <*>,5,getintercepterdistance from prefence success and intercepterdistancestr= <hex> ## <num>,1,HealthApp_C0000096,1,5,getintercepterdistance from prefence success and intercepterdistancestr = <hex> # # <num>,1,1,frequency_representative
6704,registerDynamicBroadcastReceiver,E58,registerDynamicBroadcastReceiver,20,registerdynamicbroadcastreceiver,1,HealthApp_C0000097,1,20,registerdynamicbroadcastreceiver,1,1,frequency_representative
6705,readXmlIfSupportEX,E126,readXmlIfSupportEX,9,readxmlifsupportex,1,HealthApp_C0000098,1,9,readxmlifsupportex,1,1,frequency_representative
6707,policy=/system/emui/base:/system/emui/china:/vendor/etc:/odm/etc:/product/etc:/hw_odm:/hw_oem:/data/cust:/version/region_comm/china:/cust_spec,E155,policy=<*>,5,policy= <path>,1,HealthApp_C0000099,1,5,policy = <path>,1,1,frequency_representative
6708,getCfgFile enter...,E127,getCfgFile enter...,9,getcfgfile enter...,1,HealthApp_C0000100,1,9,getcfgfile enter...,1,1,frequency_representative
6710,"support extand step counter!,return true",E61,"support extand step counter!,return <*>",9,"support extand step counter!,return true",1,HealthApp_C0000101,1,9,"support extand step counter!, return true",1,1,frequency_representative
6712,readXmlIfSupportEX result=true,E89,readXmlIfSupportEX result=<*>,9,readxmlifsupportex result=true,1,HealthApp_C0000102,1,9,readxmlifsupportex result = true,1,1,frequency_representative
6714,supportStandStepCounter true,E102,supportStandStepCounter <*>,9,supportstandstepcounter true,1,HealthApp_C0000103,1,9,supportstandstepcounter true,1,1,frequency_representative
6716,"supportPrivateStandStepcounter=true,supportStandStepCounter=true",E13,"supportPrivateStandStepcounter=<*>,supportStandStepCounter=<*>",9,"supportprivatestandstepcounter=true,supportstandstepcounter=true",1,HealthApp_C0000104,1,9,"supportprivatestandstepcounter = true, supportstandstepcounter = true",1,1,frequency_representative
6718,setDeviceClassType=1,E122,setDeviceClassType=<*>,9,setdeviceclasstype= <num>,1,HealthApp_C0000105,1,9,setdeviceclasstype = <num>,1,1,frequency_representative
6720,initStepCounter : deviceType 1,E86,initStepCounter : deviceType <*>,5,initstepcounter : devicetype <num>,1,HealthApp_C0000106,1,5,initstepcounter: devicetype <num>,1,1,frequency_representative
6721,getStepsNotificationShowStatus,E68,getStepsNotificationShowStatus,5,getstepsnotificationshowstatus,1,HealthApp_C0000107,1,5,getstepsnotificationshowstatus,1,1,frequency_representative
6722,"getMidWareStepCountService: pkgName = com.huawei.systemserver, service = com.huawei.systemserver.ihealth.connectivity.HwStepCounterService",E26,"getMidWareStepCountService: pkgName = <*>, service = <*>",15,"getmidwarestepcountservice: pkgname = com.huawei.systemserver, service = com.huawei.systemserver.ihealth.connectivity.hwstepcounterservice",1,HealthApp_C0000108,1,15,"getmidwarestepcountservice: pkgname = com. huawei. systemserver, service = com. huawei. systemserver. ihealth. connectivity. hwstepcounterservice",1,1,frequency_representative
6723,getStepsNotificationShowStatus= false,E64,getStepsNotificationShowStatus= <*>,5,getstepsnotificationshowstatus= false,1,HealthApp_C0000109,1,5,getstepsnotificationshowstatus = false,1,1,frequency_representative
6724,getGoalNotificationShowStatus,E73,getGoalNotificationShowStatus,5,getgoalnotificationshowstatus,1,HealthApp_C0000110,1,5,getgoalnotificationshowstatus,1,1,frequency_representative
6725,getGoalNotificationShowStatus= true,E71,getGoalNotificationShowStatus= <*>,5,getgoalnotificationshowstatus= true,1,HealthApp_C0000111,1,5,getgoalnotificationshowstatus = true,1,1,frequency_representative
6726,setGoalNotificationShowStatus=true,E70,setGoalNotificationShowStatus=<*>,5,setgoalnotificationshowstatus=true,1,HealthApp_C0000112,1,5,setgoalnotificationshowstatus = true,1,1,frequency_representative
6728,getMidWareStepCountService: isSystemApp = true,E39,getMidWareStepCountService: isSystemApp = <*>,15,getmidwarestepcountservice: issystemapp = true,1,HealthApp_C0000113,1,15,getmidwarestepcountservice: issystemapp = true,1,1,frequency_representative
6729,initExtendStepCounter 101,E108,initExtendStepCounter <*>,5,initextendstepcounter <num>,1,HealthApp_C0000114,1,5,initextendstepcounter <num>,1,1,frequency_representative
6733,getWriteDBLastDataMinute,E94,getWriteDBLastDataMinute,5,getwritedblastdataminute,1,HealthApp_C0000115,1,5,getwritedblastdataminute,1,1,frequency_representative
6734,getWriteDBLastDataMinute= 25234951,E92,getWriteDBLastDataMinute= <*>,5,getwritedblastdataminute= <num>,5,HealthApp_C0000116,5,5,getwritedblastdataminute = <num>,1,1,frequency_representative
6737,initCacheFromFile enter...,E88,initCacheFromFile enter...,5,initcachefromfile enter...,1,HealthApp_C0000117,1,5,initcachefromfile enter...,1,1,frequency_representative
6741,context=com.huawei.health.manager.DaemonService@c6229ff,E152,context=<*>,1,context=com.huawei.health.manager.daemonservice@c6229ff,1,HealthApp_C0000118,1,1,context = com. huawei. health. manager. daemonservice @ c 6229 ff,1,1,frequency_representative
