LineId,Content,EventId,EventTemplate,dup_count,normalized_content,normalized_unique_content_count,cluster_id,cluster_size_unique,cluster_weight_dup_sum,cluster_template_guess,cluster_keep_k,selected_rank,selection_reason
31875,data address space................0,E242,data address space................<*>,6503,data address <id>,1,BGL_C0000039,1,6503,data address <id>,1,1,frequency_representative
31876,core configuration register: 0x00002000,E267,core configuration register: <*>,6431,core configuration register: <hex>,2,BGL_C0000040,2,6431,core configuration register: <hex>,1,1,frequency_representative
31877,disable store gathering..................0,E174,disable store gathering..................<*>,6495,disable store <id>,1,BGL_C0000041,1,6495,disable store <id>,1,1,frequency_representative
31878,disable apu instruction broadcast........0,E197,disable apu instruction broadcast........<*>,2396,disable apu instruction <id>,1,BGL_C0000042,1,2396,disable apu instruction <id>,1,1,frequency_representative
31879,disable trace broadcast..................0,E171,disable trace broadcast..................<*>,2393,disable trace <id>,1,BGL_C0000043,1,2393,disable trace <id>,1,1,frequency_representative
31880,guaranteed instruction cache block touch.0,E203,guaranteed instruction cache block touch.<*>,2390,guaranteed instruction cache block touch. <num>,1,BGL_C0000044,1,2390,guaranteed instruction cache block touch. <num>,1,1,frequency_representative
31881,guaranteed data cache block touch........1,E205,guaranteed data cache block touch........<*>,2389,guaranteed data cache block <id>,1,BGL_C0000045,1,2389,guaranteed data cache block <id>,1,1,frequency_representative
31882,force load/store alignment...............0,E183,force load/store alignment...............<*>,2389,force load/store <id>,1,BGL_C0000046,1,2389,force load/store <id>,1,1,frequency_representative
31883,icache prefetch depth....................0,E169,icache prefetch depth....................<*>,2389,icache prefetch <id>,1,BGL_C0000047,1,2389,icache prefetch <id>,1,1,frequency_representative
31884,general purpose registers:,E269,general purpose registers:,2387,general purpose registers:,2,BGL_C0000048,2,2387,general purpose registers:,1,1,frequency_representative
31885,special purpose registers:,E273,special purpose registers:,2384,special purpose registers:,2,BGL_C0000049,2,2384,special purpose registers:,1,1,frequency_representative
692059,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,E313,lr:<*> cr:<*> xer:<*> ctr:<*>,2316,<id> <id> <id> <id>,146,BGL_C0000050,146,2316,<id> <id> <id> <id>,1,1,frequency_representative
31887,rts panic! - stopping execution,E264,rts panic! - stopping execution,3983,rts panic! - stopping execution,1,BGL_C0000051,1,3983,rts panic!-stopping execution,1,1,frequency_representative
116980,1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,E70,<*> torus receiver <*> input pipe error(s) (dcr <*>) detected and corrected,2400,<num> torus receiver x+ input pipe error(s) (dcr <hex> ) detected and corrected,127,BGL_C0000052,614,10487,<num> torus receiver <*> <*> input pipe error (s) (dcr <hex>) detected and corrected,3,1,frequency_representative
116969,1 torus receiver z- input pipe error(s) (dcr 0x02f1) detected and corrected,E70,<*> torus receiver <*> input pipe error(s) (dcr <*>) detected and corrected,1987,<num> torus receiver z- input pipe error(s) (dcr <hex> ) detected and corrected,104,BGL_C0000052,614,10487,<num> torus receiver <*> <*> input pipe error (s) (dcr <hex>) detected and corrected,3,2,complex_sample
116892,1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,E70,<*> torus receiver <*> input pipe error(s) (dcr <*>) detected and corrected,1905,<num> torus receiver y+ input pipe error(s) (dcr <hex> ) detected and corrected,88,BGL_C0000052,614,10487,<num> torus receiver <*> <*> input pipe error (s) (dcr <hex>) detected and corrected,3,3,diverse_sample
32758,rts internal error,E306,rts internal error,2187,rts internal error,1,BGL_C0000053,1,2187,rts internal error,1,1,frequency_representative
143163,ciod: Message code 0 is not 51 or 4294967295,E279,ciod: Message code <*> is not <*> or <*>,2278,ciod: message code <num> is not <num> or <num>,2,BGL_C0000054,2,2278,ciod: message code <num> is not <num> or <num>,1,1,frequency_representative
120288,ciod: pollControlDescriptors: Detected the debugger died.,E80,ciod: pollControlDescriptors: Detected the debugger died.,6443,ciod: pollcontroldescriptors: detected the debugger died.,1,BGL_C0000055,1,6443,ciod: pollcontroldescriptors: detected the debugger died.,1,1,frequency_representative
139961,"ciod: for node 39, read continuation request but ioState is 0",E104,ciod: for node <*> read continuation request but ioState is <*>,395,"ciod: for node <num> , read continuation request but iostate is <num>",104,BGL_C0000056,104,395,"ciod: for node <num>, read continuation request but iostate is <num>",1,1,frequency_representative
143164,ciod: cpu 0 at treeaddr 475 sent unrecognized message 0xffffffff,E145,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,2569,ciod: cpu <num> at treeaddr <num> sent unrecognized message <hex>,556,BGL_C0000057,556,2569,ciod: cpu <num> at treeaddr <num> sent unrecognized message <hex>,1,1,frequency_representative
866439,ciod: LOGIN chdir(/p/gb2/cjmundy/RUN_MED) failed: Permission denied,E159,ciod: LOGIN chdir(<*>) failed: Permission denied,440,ciod: login chdir( <path> ) failed: permission denied,5,BGL_C0000058,5,440,ciod: login chdir (<path>) failed: permission denied,1,1,frequency_representative
187314,machine check interrupt (bit=0x06): L3 major internal error,E97,machine check interrupt (bit=<*>): L3 major internal error,57,machine check interrupt (bit= <hex> ): l3 major internal error,1,BGL_C0000059,1,57,machine check interrupt (bit = <hex>): l 3 major internal error,1,1,frequency_representative
187367,L3 global control register: 0x001249f0,E274,L3 global control register: <*>,48,l3 global control register: <hex>,1,BGL_C0000060,6,143,l 3 <*> <*> register: <hex>,2,1,frequency_representative
187383,L3 ecc control register: 00000000,E293,L3 ecc control register: <*>,48,l3 ecc control register: <num>,1,BGL_C0000060,6,143,l 3 <*> <*> register: <hex>,2,2,complex_sample
187368,start initialization.....................0,E158,start initialization.....................<*>,192,start <id>,4,BGL_C0000061,4,192,start <id>,1,1,frequency_representative
187372,disable speculative access...............0,E177,disable speculative access...............<*>,48,disable speculative <id>,1,BGL_C0000062,1,48,disable speculative <id>,1,1,frequency_representative
187373,close EDRAM pages as soon as possible....0,E215,close EDRAM pages as soon as possible....<*>,48,close edram pages as soon as <id>,1,BGL_C0000063,1,48,close edram pages as soon as <id>,1,1,frequency_representative
187374,size of scratchpad portion of L3.........0 (0M),E200,size of scratchpad portion of L3.........<*> (<*>),48,size of scratchpad portion of <id> (0m),1,BGL_C0000064,1,48,size of scratchpad portion of <id> (0 m),1,1,frequency_representative
187375,disable all access to cache directory....0,E210,disable all access to cache directory....<*>,48,disable all access to cache <id>,1,BGL_C0000065,1,48,disable all access to cache <id>,1,1,frequency_representative
187376,write buffer commit threshold............2,E198,write buffer commit threshold............<*>,48,write buffer commit <id>,1,BGL_C0000066,1,48,write buffer commit <id>,1,1,frequency_representative
187377,size of DDR we are caching...............1 (512M),E199,size of DDR we are caching...............<*> (<*>),48,size of ddr we are <id> (512m),1,BGL_C0000067,1,48,size of ddr we are <id> (512 m),1,1,frequency_representative
187378,prefetch depth for core 0................1,E212,prefetch depth for core <*>................<*>,96,prefetch depth for core <num> ................ <num>,2,BGL_C0000068,2,96,prefetch depth for core <num>................ <num>,1,1,frequency_representative
187380,max number of outstanding prefetches.....7,E202,max number of outstanding prefetches.....<*>,48,max number of outstanding <id>,1,BGL_C0000069,1,48,max number of outstanding <id>,1,1,frequency_representative
187381,turn on hidden refreshes.................1,E193,turn on hidden refreshes.................<*>,48,turn on hidden <id>,1,BGL_C0000070,1,48,turn on hidden <id>,1,1,frequency_representative
187382,disable write lines 2:4..................0,E217,disable write lines <*>..................<*>,48,disable write lines <num> : <num> .................. <num>,1,BGL_C0000071,1,48,disable write lines <num>: <num>.................. <num>,1,1,frequency_representative
187384,disable flagging of DDR UE's as major internal error.0,E114,disable flagging of DDR UE's as major internal error.<*>,47,disable flagging of ddr ue's as major internal error. <num>,1,BGL_C0000072,1,47,disable flagging of ddr ue ' s as major internal error. <num>,1,1,frequency_representative
187386,correctable error detected in directory 0......0,E214,correctable error detected in directory <*>,94,correctable error detected in directory <num> ...... <num>,2,BGL_C0000073,6,188,correctable error detected in <*> <*> <*>..... <num>,2,1,frequency_representative
187390,correctable error detected in EDRAM bank 0.....0,E216,correctable error detected in EDRAM bank <*>,94,correctable error detected in edram bank <num> ..... <num>,4,BGL_C0000073,6,188,correctable error detected in <*> <*> <*>..... <num>,2,2,complex_sample
187388,uncorrectable error detected in directory 0....0,E143,uncorrectable error detected in directory <*>....<*>,94,uncorrectable error detected in directory <num> .... <num>,2,BGL_C0000074,6,188,uncorrectable error detected in <*> <*> <*>... <num>,2,1,frequency_representative
187392,uncorrectable error detected in EDRAM bank 0...0,E164,uncorrectable error detected in EDRAM bank <*>...<*>,94,uncorrectable error detected in edram bank <num> ... <num>,4,BGL_C0000074,6,188,uncorrectable error detected in <*> <*> <*>... <num>,2,2,complex_sample
187394,parity error in bank 0.........................0,E132,parity error in bank <*>.........................<*>,94,parity error in bank <num> ......................... <num>,3,BGL_C0000075,3,94,parity error in bank <num>......................... <num>,1,1,frequency_representative
187396,uncorrectable error detected in external DDR...1,E126,uncorrectable error detected in external DDR...<*>,47,uncorrectable error detected in external ddr... <num>,2,BGL_C0000076,2,47,uncorrectable error detected in external ddr... <num>,1,1,frequency_representative
187397,parity error in read queue 0...................0,E144,parity error in read queue <*>...................<*>,94,parity error in read queue <num> ................... <num>,2,BGL_C0000077,2,94,parity error in read queue <num>................... <num>,1,1,frequency_representative
187399,number of correctable errors detected in L3 directories...0,E83,number of correctable errors detected in L3 directories...<*>,94,number of correctable errors detected in l3 <id>,4,BGL_C0000078,4,94,number of correctable errors detected in l 3 <id>,1,1,frequency_representative
187400,interrupt threshold...0,E292,interrupt threshold...<*>,94,interrupt <id>,1,BGL_C0000079,1,94,interrupt <id>,1,1,frequency_representative
187403,number of lines with parity errors written to L3 EDRAMs...0,E90,number of lines with parity errors written to L3 EDRAMs...<*>,47,number of lines with parity errors written to l3 <id>,2,BGL_C0000080,2,47,number of lines with parity errors written to l 3 <id>,1,1,frequency_representative
187404,DDR machine check register: 0x00000000 0x00010000,E275,DDR machine check register: <*> <*>,47,ddr machine check register: <hex> <hex>,3,BGL_C0000081,3,47,ddr machine check register: <hex> <hex>,1,1,frequency_representative
187405,memory and bus summary...........................0,E109,memory and bus summary...........................<*>,47,memory and bus <id>,1,BGL_C0000082,1,47,memory and bus <id>,1,1,frequency_representative
187406,command manager unit summary.....................0,E105,command manager unit summary.....................<*>,47,command manager unit <id>,1,BGL_C0000083,1,47,command manager unit <id>,1,1,frequency_representative
187407,memory manager uncorrectable error...............1,E106,memory manager uncorrectable error...............<*>,47,memory manager uncorrectable <id>,2,BGL_C0000084,2,47,memory manager uncorrectable <id>,1,1,frequency_representative
187408,memory manager strobe gate.......................0,E107,memory manager strobe gate.......................<*>,47,memory manager strobe <id>,1,BGL_C0000085,1,47,memory manager strobe <id>,1,1,frequency_representative
187409,memory manager address parity error..............0,E117,memory manager address parity error..............<*>,47,memory manager address parity <id>,1,BGL_C0000086,1,47,memory manager address parity <id>,1,1,frequency_representative
187410,memory manager miscompare........................0,E102,memory manager miscompare........................<*>,47,memory manager <id>,1,BGL_C0000087,1,47,memory manager <id>,1,1,frequency_representative
187411,memory manager address error.....................0,E110,memory manager address error.....................<*>,47,memory manager address <id>,1,BGL_C0000088,1,47,memory manager address <id>,1,1,frequency_representative
187412,memory manager store buffer parity...............0,E115,memory manager store buffer parity...............<*>,47,memory manager store buffer <id>,1,BGL_C0000089,1,47,memory manager store buffer <id>,1,1,frequency_representative
187413,memory manager RMW buffer parity.................0,E116,memory manager RMW buffer parity.................<*>,47,memory manager rmw buffer <id>,1,BGL_C0000090,1,47,memory manager rmw buffer <id>,1,1,frequency_representative
187414,memory manager refresh counter timeout...........0,E113,memory manager refresh counter timeout...........<*>,47,memory manager refresh counter <id>,1,BGL_C0000091,1,47,memory manager refresh counter <id>,1,1,frequency_representative
187415,memory manager refresh contention................0,E108,memory manager refresh contention................<*>,47,memory manager refresh <id>,1,BGL_C0000092,1,47,memory manager refresh <id>,1,1,frequency_representative
187416,state machine....................................0,E96,state machine....................................<*>,47,state <id>,1,BGL_C0000093,1,47,state <id>,1,1,frequency_representative
187417,memory manager / command manager address parity..0,E122,memory manager / command manager address parity..<*>,47,memory manager / command manager address <id>,1,BGL_C0000094,1,47,memory manager/command manager address <id>,1,1,frequency_representative
187418,regctl scancom interface.........................0,E103,regctl scancom interface.........................<*>,47,regctl scancom <id>,1,BGL_C0000095,1,47,regctl scancom <id>,1,1,frequency_representative
2903464,capture valid.........0,E287,capture valid.........<*>,47,capture <id>,2,BGL_C0000096,2,47,capture <id>,1,1,frequency_representative
797758,mask..................0x00,E281,mask..................<*>,47,mask.................. <hex>,6,BGL_C0000097,6,47,mask.................. <hex>,1,1,frequency_representative
187423,address parity error..0,E299,address parity error..<*>,47,address parity <id>,1,BGL_C0000098,1,47,address parity <id>,1,1,frequency_representative
797761,correctable error.....0,E290,correctable error.....<*>,47,correctable <id>,2,BGL_C0000099,2,47,correctable <id>,1,1,frequency_representative
187425,qw trapped............0,E289,qw trapped............<*>,47,qw <id>,1,BGL_C0000100,1,47,qw <id>,1,1,frequency_representative
187426,chip select...........0,E288,chip select...........<*>,47,chip <id>,1,BGL_C0000101,1,47,chip <id>,1,1,frequency_representative
188422,"PrepareForService shutting down NodeCard(mLctn(R33-M1-ND), mCardSernum(203231503833343000000000594c31304b35303034303232), mLp(FF:F2:9F:16:BF:44:00:0D:60:E9:40:BB), mIp(10.3.0.80), mType(4)) as part of Service Action 219",E46,"PrepareForService shutting down NodeCard(<*>, <*>, <*>, <*>, <*>) as part of Service Action <*>",1522,"prepareforservice shutting down nodecard(mlctn( <id> ), mcardsernum( <hex> ), mlp( <ip> ), mip( <ip> ), mtype( <num> )) as part of service action <num>",1522,BGL_C0000102,1522,1522,"prepareforservice shutting down nodecard (mlctn (<id>), mcardsernum (<hex>), mlp (<ip>), mip (<ip>), mtype (<num>)) as part of service action <num>",1,1,frequency_representative
3244437,EndServiceAction is restarting the NodeCards in midplane R63-M0 as part of Service Action 408,E30,EndServiceAction is restarting the NodeCards in midplane <*> as part of Service Action <*>,13,endserviceaction is restarting the nodecards in midplane r63-m0 as part of service action <num>,13,BGL_C0000103,526,537,endserviceaction is restarting the <*> in midplane r <*>-m <*> as part of service action <num>,3,1,frequency_representative
811143,EndServiceAction is restarting the NodeCards in midplane R02-M1 as part of Service Action 223,E30,EndServiceAction is restarting the NodeCards in midplane <*> as part of Service Action <*>,11,endserviceaction is restarting the nodecards in midplane r02-m1 as part of service action <num>,7,BGL_C0000103,526,537,endserviceaction is restarting the <*> in midplane r <*>-m <*> as part of service action <num>,3,2,complex_sample
1243495,EndServiceAction is restarting the LinkCards in midplane R07-M1 as part of Service Action 236,E31,EndServiceAction is restarting the LinkCards in midplane <*> as part of Service Action <*>,4,endserviceaction is restarting the linkcards in midplane r07-m1 as part of service action <num>,4,BGL_C0000103,526,537,endserviceaction is restarting the <*> in midplane r <*>-m <*> as part of service action <num>,3,3,diverse_sample
811144,EndServiceAction 223 performed upon R02-M1-N1 by root,E252,EndServiceAction <*> performed upon <*> by <*>,122,endserviceaction <num> performed upon <id> by root,114,BGL_C0000104,114,122,endserviceaction <num> performed upon <id> by root,1,1,frequency_representative
188426,Node card is not fully functional,E259,Node card is not fully functional,17364,node card is not fully functional,1,BGL_C0000105,1,17364,node card is not fully functional,1,1,frequency_representative
188427,Can not get assembly information for node card,E167,Can not get assembly information for node card,17305,can not get assembly information for node card,1,BGL_C0000106,1,17305,can not get assembly information for node card,1,1,frequency_representative
797920,"Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 07460D481A2FFFFF100B1BB116E1, found 076110511C2FFFFF0B0A1B5088DF",E45,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",762,"node card vpd check: u01 node in processor card slot j03 do not match. vpd ecid <hex> , found <hex>",130,BGL_C0000107,4130,21356,"node card vpd check: u <*> node in processor card slot j <*> do not match. vpd ecid <hex>, found <hex>",3,1,frequency_representative
1246196,"Node card VPD check: U11 node in processor card slot J05 do not match. VPD ecid 075B04E8827BFFFF0D0B1C905AF5, found 04E280D7E02FFFFF0F0B1AA156CC",E45,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",605,"node card vpd check: u11 node in processor card slot j05 do not match. vpd ecid <hex> , found <hex>",122,BGL_C0000107,4130,21356,"node card vpd check: u <*> node in processor card slot j <*> do not match. vpd ecid <hex>, found <hex>",3,2,complex_sample
797921,"Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 07400D48202FFFFF020B1BF09EE5, found 07421032442FFFFF0D0F1B70C6E0",E45,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",762,"node card vpd check: u11 node in processor card slot j03 do not match. vpd ecid <hex> , found <hex>",130,BGL_C0000107,4130,21356,"node card vpd check: u <*> node in processor card slot j <*> do not match. vpd ecid <hex>, found <hex>",3,3,diverse_sample
219561,machine check interrupt (bit=0x10): L2 DCU read error,E129,machine check interrupt (bit=<*>): L2 DCU read error,3,machine check interrupt (bit= <hex> ): l2 dcu read error,1,BGL_C0000108,1,3,machine check interrupt (bit = <hex>): l 2 dcu read error,1,1,frequency_representative
272706,1 torus sender x- retransmission error(s) (dcr 0x02f5) detected and corrected,E63,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected,253,<num> torus sender x- retransmission error(s) (dcr <hex> ) detected and corrected,64,BGL_C0000109,341,1145,<num> torus sender <*> <*> retransmission error (s) (dcr <hex>) detected and corrected,3,1,frequency_representative
866189,1 torus sender x+ retransmission error(s) (dcr 0x02f4) detected and corrected,E63,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected,237,<num> torus sender x+ retransmission error(s) (dcr <hex> ) detected and corrected,60,BGL_C0000109,341,1145,<num> torus sender <*> <*> retransmission error (s) (dcr <hex>) detected and corrected,3,2,complex_sample
272704,1 torus sender z+ retransmission error(s) (dcr 0x02f8) detected and corrected,E63,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected,180,<num> torus sender z+ retransmission error(s) (dcr <hex> ) detected and corrected,58,BGL_C0000109,341,1145,<num> torus sender <*> <*> retransmission error (s) (dcr <hex>) detected and corrected,3,3,diverse_sample
4080940,L3 correctable errors exceeds threshold (iar 0xc00d6bbc lr 0xc00d5854),E131,L3 correctable errors exceeds threshold (iar <*> lr <*>),20,l3 correctable errors exceeds threshold (iar <hex> lr <hex> ),5,BGL_C0000110,5,20,l 3 correctable errors exceeds threshold (iar <hex> lr <hex>),1,1,frequency_representative
375792,Starting SystemController,E272,Starting SystemController,71,starting systemcontroller,1,BGL_C0000111,1,71,starting systemcontroller,1,1,frequency_representative
375793,Controlling BG/L rows [ 0 1 2 3 ],E291,Controlling BG/L rows [ <*> ],20,controlling bg/l rows [ <num> <num> <num> <num> ],1,BGL_C0000112,1,20,controlling bg/l rows [<num> <num> <num> <num>],1,1,frequency_representative
375794,Running as background command,E266,Running as background command,70,running as background command,1,BGL_C0000113,1,70,running as background command,1,1,frequency_representative
378752,data storage interrupt,E296,data storage interrupt,63493,data storage interrupt,1,BGL_C0000114,1,63493,data storage interrupt,1,1,frequency_representative
